driver_trip,prob
3571_162,0.8452
3571_163,0.9034
3571_164,0.9
3571_165,0.6972
3571_166,0.8126
3571_167,0.747
3571_168,0.8108
3571_169,0.8736
3571_17,0.7206
3571_170,0.0508
3571_171,0.7246
3571_172,0.7678
3571_173,0.6772
3571_174,0.753
3571_175,0.759
3571_176,0.7852
3571_177,0.6594
3571_178,0.8858
3571_179,0.7748
3571_18,0.797
3571_180,0.7404
3571_181,0.9
3571_182,0.7692
3571_183,0.897
3571_184,0.0076
3571_185,0.8932
3571_186,0.672
3571_187,0.8206
3571_188,0.8642
3571_189,0.6576
3571_19,0.7566
3571_190,0.7284
3571_191,0.6924
3571_192,0.8764
3571_193,0.9238
3571_194,0.7246
3571_195,0.7174
3571_196,0.6904
3571_197,0.9192
3571_198,0.8286
3571_199,0.7266
3571_2,0.8884
3571_20,0.7088
3571_200,0.7136
3571_21,0.764
3571_22,0.8002
3571_23,0.707
3571_24,0.8964
3571_25,0.8924
3571_26,0.8234
3571_27,0.8208
3571_28,0.7442
3571_29,0.03
3571_3,0.7842
3571_30,0.7612
3571_31,0.8362
3571_32,0.7848
3571_33,0.672
3571_34,0.8748
3571_35,0.7432
3571_36,0.7696
3571_37,0.8414
3571_38,0.6472
3571_39,0.7376
3571_4,0.718
3571_40,0.0768
3571_41,0.8932
3571_42,0.763
3571_43,0.7376
3571_44,0.839
3571_45,0.6888
3571_46,0.7186
3571_47,0.68
3571_48,0.8616
3571_49,0.7614
3571_5,0.7532
3571_50,0.8172
3571_51,0.6824
3571_52,0.7412
3571_53,0.9222
3571_54,0.7654
3571_55,0.8984
3571_56,0.8282
3571_57,0.8926
3571_58,0.7226
3571_59,0.8048
3571_6,0.751
3571_60,0.8478
3571_61,0.7624
3571_62,0.8338
3571_63,0.9108
3571_64,0.6492
3571_65,0.9476
3571_66,0.8776
3571_67,0.6834
3571_68,0.7744
3571_69,0.7488
3571_7,0.7172
3571_70,0.7746
3571_71,0.6854
3571_72,0.7826
3571_73,0.9422
3571_74,0.877
3571_75,0.7516
3571_76,0.802
3571_77,0.8902
3571_78,0.9012
3571_79,0.0336
3571_8,0.8904
3571_80,0.7416
3571_81,0.7232
3571_82,0.714
3571_83,0.8126
3571_84,0.6854
3571_85,0.0232
3571_86,0.6842
3571_87,0.7526
3571_88,0.8726
3571_89,0.9288
3571_9,0.8652
3571_90,0.7896
3571_91,0.895
3571_92,0.6688
3571_93,0.7498
3571_94,0.005
3571_95,0.7556
3571_96,0.7224
3571_97,0.94
3571_98,0.7864
3571_99,0.9304
2254_1,0.6586
2254_10,0.9774
2254_100,0.0248
2254_101,0.7188
2254_102,0.7326
2254_103,0.9882
2254_104,0.7858
2254_105,0.6782
2254_106,0.0602
2254_107,0.9168
2254_108,0.7422
2254_109,0.8178
2254_11,0.9188
2254_110,0.8718
2254_111,0.955
2254_112,0.7938
2254_113,0.946
2254_114,0.8336
2254_115,0.7124
2254_116,0.8754
2254_117,0.7402
2254_118,0.9626
2254_119,0.7494
2254_12,0.7974
2254_120,0.9558
2254_121,0.7168
2254_122,0.7914
2254_123,0.7236
2254_124,0.964
2254_125,0.6478
2254_126,0.7914
2254_127,0.963
2254_128,0.6754
2254_129,0.6872
2254_13,0.7666
2254_130,0.9172
2254_131,0.0638
2254_132,0.6802
2254_133,0.651
2254_134,0.7188
2254_135,0.888
2254_136,0.7198
2254_137,0.6966
2254_138,0.7968
2254_139,0.9406
2254_14,0.9062
2254_140,0.9704
2254_141,0.7124
2254_142,0.7922
2254_143,0.7638
2254_144,0.7768
2254_145,0.9524
2254_146,0.95
2254_147,0.9908
2254_148,0.9316
2254_149,0.945
2254_15,0.864
2254_150,0.8356
2254_151,0.7586
2254_152,0.8342
2254_153,0.975
2254_154,0.6976
2254_155,0.98
2254_156,0.943
2254_157,0.9816
2254_158,0.92
2254_159,0.7696
2254_16,0.8708
2254_160,0.9462
2254_161,0.8102
2254_162,0.9142
2254_163,0.7422
2254_164,0.9076
2254_165,0.8024
2254_166,0.7042
2254_167,0.8986
2254_168,0.8426
2254_169,0.6866
2254_17,0.9184
2254_170,0.8152
2254_171,0.8908
2254_172,0.8266
2254_173,0.7902
2254_174,0.8996
2254_175,0.8594
2254_176,0.7414
2254_177,0.9382
2254_178,0.7192
2254_179,0.8744
2254_18,0.7748
2254_180,0.8916
2254_181,0.817
2254_182,0.8346
2254_183,0.6714
2254_184,0.8012
2254_185,0.9258
2254_186,0.862
2254_187,0.8342
2254_188,0.7108
2254_189,0.771
2254_19,0.7742
2254_190,0.9328
2254_191,0.8994
2254_192,0.9184
2254_193,0.6928
2254_194,0.918
2254_195,0.6986
2254_196,0.9446
2254_197,0.817
2254_198,0.9704
2254_199,0.7894
2254_2,0.6766
2254_20,0.8618
2254_200,0.8426
2254_21,0.759
2254_22,0.8776
2254_23,0.682
2254_24,0.6974
2254_25,0.7354
2254_26,0.707
2254_27,0.6546
2254_28,0.9504
2254_29,0.7054
2254_3,0.9466
2254_30,0.8696
2254_31,0.7
2254_32,0.03
2254_33,0.7286
2254_34,0.8092
2254_35,0.7618
2254_36,0.9088
2254_37,0.9118
2254_38,0.9342
2254_39,0.7656
2254_4,0.821
2254_40,0.9498
2254_41,0.8012
2254_42,0.937
2254_43,0.8828
2254_44,0.789
2254_45,0.7178
2254_46,0.9446
2254_47,0.803
2254_48,0.7676
2254_49,0.912
2254_5,0.8084
2254_50,0.7444
2254_51,0.7258
2254_52,0.8946
2254_53,0.023
2254_54,0.8138
2254_55,0.0072
2254_56,0.0198
2254_57,0.7848
2254_58,0.8668
2254_59,0.0444
2254_6,0.9306
2254_60,0.8956
2254_61,0.737
2254_62,0.8818
2254_63,0.7764
2254_64,0.8814
2254_65,0.7708
2254_66,0.9398
2254_67,0.7608
2254_68,0.665
2254_69,0.7568
2254_7,0.8388
2254_70,0.7146
2254_71,0.9656
2254_72,0.7
2254_73,0.6932
2254_74,0.7018
2254_75,0.8992
2254_76,0.8772
2254_77,0.821
2254_78,0.8912
2254_79,0.891
2254_8,0.767
2254_80,0.966
2254_81,0.8728
2254_82,0.8882
2254_83,0.6874
2254_84,0.9448
2254_85,0.9522
2254_86,0.9132
2254_87,0.9306
2254_88,0.8556
2254_89,0.6906
2254_9,0.8706
2254_90,0.9538
2254_91,0.7246
2254_92,0.8244
2254_93,0.6906
2254_94,0.8636
2254_95,0.943
2254_96,0.7398
2254_97,0.9776
2254_98,0.7132
2254_99,0.7668
1236_1,0.8128
1236_10,0.746
1236_100,0.862
1236_101,0.7702
1236_102,0.931
1236_103,0.9212
1236_104,0.832
1236_105,0.8728
1236_106,0.9368
1236_107,0.9414
1236_108,0.894
1236_109,0.0276
1236_11,0.8962
1236_110,0.8918
1236_111,0.9374
1236_112,0.9752
1236_113,0.796
1236_114,0.8568
1236_115,0.7742
1236_116,0.9252
1236_117,0.7222
1236_118,0.901
1236_119,0.9454
1236_12,0.9188
1236_120,0.9178
1236_121,0.8716
1236_122,0.926
1236_123,0.8278
1236_124,0.9134
1236_125,0.7078
1236_126,0.9576
1236_127,0.6708
1236_128,0.8852
1236_129,0.927
1236_13,0.8974
1236_130,0.9332
1236_131,0.0312
1236_132,0.8482
1236_133,0.0086
1236_134,0.9814
1236_135,0.973
1236_136,0.9202
1236_137,0.903
1236_138,0.0688
1236_139,0.896
1236_14,0.6988
1236_140,0.7322
1236_141,0.9006
1236_142,0.9648
1236_143,0.9074
1236_144,0.8008
1236_145,0.0172
1236_146,0.9402
1236_147,0.666
1236_148,0.921
1236_149,0.8292
1236_15,0.7856
1236_150,0.862
1236_151,0.7698
1236_152,0.028
1236_153,0.7526
1236_154,0.7112
1236_155,0.7542
1236_156,0.9514
1236_157,0.9342
1236_158,0.0238
1236_159,0.7454
1236_16,0.9048
1236_160,0.8964
1236_161,0.9064
1236_162,0.8758
1236_163,0.7142
1236_164,0.8868
1236_165,0.8902
1236_166,0.729
1236_167,0.9374
1236_168,0.9308
1236_169,0.729
1236_17,0.9112
1236_170,0.8718
1236_171,0.878
1236_172,0.9726
1236_173,0.8864
1236_174,0.832
1236_175,0.668
1236_176,0.8666
1236_177,0.9524
1236_178,0.9112
1236_179,0.8084
1236_18,0.0034
1236_180,0.9416
1236_181,0.8934
1236_182,0.8066
1236_183,0.9442
1236_184,0.8716
1236_185,0.8066
1236_186,0.8372
1236_187,0.8002
1236_188,0.8222
1236_189,0.7514
1236_19,0.7108
1236_190,0.8254
1236_191,0.8572
1236_192,0.6834
1236_193,0.6766
1236_194,0.7354
1236_195,0.8556
1236_196,0.8616
1236_197,0.8654
1236_198,0.9562
1236_199,0.8772
1236_2,0.9506
1236_20,0.9342
1236_200,0.6932
1236_21,0.0136
1236_22,0.9024
1236_23,0.9334
1236_24,0.7106
1236_25,0.7708
1236_26,0.9216
1236_27,0.9222
1236_28,0.9174
1236_29,0.788
1236_3,0.9014
1236_30,0.8616
1236_31,0.8436
1236_32,0.6812
1236_33,0.8252
1236_34,0.867
1236_35,0.875
1236_36,0.657
1236_37,0.8802
1236_38,0.8564
1236_39,0.8024
1236_4,0.9082
1236_40,0.9148
1236_41,0.8654
1236_42,0.7618
1236_43,0.7886
1236_44,0.9696
1236_45,0.932
1236_46,0.657
1236_47,0.914
1236_48,0.1042
1236_49,0.932
1236_5,0.9406
1236_50,0.8256
1236_51,0.7166
1236_52,0.827
1236_53,0.865
1236_54,0.9288
1236_55,0.7056
1236_56,0.7944
1236_57,0.7698
1236_58,0.9062
1236_59,0.834
1236_6,0.67
1236_60,0.8718
1236_61,0.9476
1236_62,0.6804
1236_63,0.8804
1236_64,0.8546
1236_65,0.0198
1236_66,0.7192
1236_67,0.8702
1236_68,0.91
1236_69,0.0182
1236_7,0.8954
1236_70,0.9612
1236_71,0.923
1236_72,0.8288
1236_73,0.7244
1236_74,0.8756
1236_75,0.8628
1236_76,0.9176
1236_77,0.9024
1236_78,0.931
1236_79,0.9402
1236_8,0.6592
1236_80,0.8256
1236_81,0.0472
1236_82,0.926
1236_83,0.6966
1236_84,0.8662
1236_85,0.8924
1236_86,0.8814
1236_87,0.9484
1236_88,0.8664
1236_89,0.8968
1236_9,0.9362
1236_90,0.7944
1236_91,0.9426
1236_92,0.7294
1236_93,0.78
1236_94,0.6666
1236_95,0.6798
1236_96,0.6498
1236_97,0.7358
1236_98,0.836
1236_99,0.8456
2012_1,0.8032
2012_10,0.8456
2012_100,0.6394
2012_101,0.7124
2012_102,0.8328
2012_103,0.8002
2012_104,0.8274
2012_105,0.7692
2012_106,0.7512
2012_107,0.8742
2012_108,0.7862
2012_109,0.784
2012_11,0.923
2012_110,0.9654
2012_111,0.8404
2012_112,0.809
2012_113,0.9116
2012_114,0.6682
2012_115,0.7798
2012_116,0.7916
2012_117,0.725
2012_118,0.0114
2012_119,0.7074
2012_12,0.7796
2012_120,0.8744
2012_121,0.7844
2012_122,0.7304
2012_123,0.8772
2012_124,0.8052
2012_125,0.7418
2012_126,0.8916
2012_127,0.805
2012_128,0.8986
2012_129,0.715
2012_13,0.7736
2012_130,0.8732
2012_131,0.771
2012_132,0.0298
2012_133,0.8124
2012_134,0.7464
2012_135,0.9278
2012_136,0.7138
2012_137,0.8404
2012_138,0.8092
2012_139,0.8328
2012_14,0.747
2012_140,0.8206
2012_141,0.7726
2012_142,0.9062
2012_143,0.8584
2012_144,0.721
2012_145,0.7954
2012_146,0.6948
2012_147,0.774
2012_148,0.0076
2012_149,0.8806
2012_15,0.7022
2012_150,0.013
2012_151,0.9524
2012_152,0.7488
2012_153,0.7002
2012_154,0.8578
2012_155,0.8142
2012_156,0.7682
2012_157,0.8024
2012_158,0.8628
2012_159,0.848
2012_16,0.7882
2012_160,0.7984
2012_161,0.7058
2012_162,0.6974
2012_163,0.0822
2012_164,0.7642
2012_165,0.8312
2012_166,0.9056
2012_167,0.761
2012_168,0.736
2012_169,0.7796
2012_17,0.8218
2012_170,0.7602
2012_171,0.7146
2012_172,0.727
2012_173,0.6954
2012_174,0.845
2012_175,0.8146
2012_176,0.8686
2012_177,0.7584
2012_178,0.7034
2012_179,0.7772
2012_18,0.8766
2012_180,0.731
2012_181,0.7696
2012_182,0.8054
2012_183,0.8354
2012_184,0.713
2012_185,0.8354
2012_186,0.7544
2012_187,0.875
2012_188,0.845
2012_189,0.8216
2012_19,0.8106
2012_190,0.7716
2012_191,0.7898
2012_192,0.8886
2012_193,0.7182
2012_194,0.898
2012_195,0.7106
2012_196,0.912
2012_197,0.9056
2012_198,0.9346
2012_199,0.781
2012_2,0.7172
2012_20,0.872
2012_200,0.8118
2012_21,0.9594
2012_22,0.6956
2012_23,0.7972
2012_24,0.8502
2012_25,0.7584
2012_26,0.8456
2012_27,0.7892
2012_28,0.7486
2012_29,0.8468
2012_3,0.697
2012_30,0.8494
2012_31,0.7804
2012_32,0.6874
2012_33,0.7142
2012_34,0.685
2012_35,0.713
2012_36,0.7136
2012_37,0.7544
2012_38,0.8716
2012_39,0.9446
2012_4,0.738
2012_40,0.7426
2012_41,0.9396
2012_42,0.7472
2012_43,0.7428
2012_44,0.8022
2012_45,0.8116
2012_46,0.8088
2012_47,0.754
2012_48,0.7302
2012_49,0.8032
2012_5,0.787
2012_50,0.7326
2012_51,0.914
2012_52,0.6764
2012_53,0.6906
2012_54,0.7454
2012_55,0.754
2012_56,0.8482
2012_57,0.8002
2012_58,0.7126
2012_59,0.7954
2012_6,0.7818
2012_60,0.7704
2012_61,0.7476
2012_62,0.7502
2012_63,0.9342
2012_64,0.8282
2012_65,0.6682
2012_66,0.7378
2012_67,0.873
2012_68,0.8028
2012_69,0.8882
2012_7,0.7706
2012_70,0.848
2012_71,0.8616
2012_72,0.9116
2012_73,0.7676
2012_74,0.808
2012_75,0.75
2012_76,0.047
2012_77,0.7452
2012_78,0.9272
2012_79,0.878
2012_8,0.6802
2012_80,0.8234
2012_81,0.9034
2012_82,0.8758
2012_83,0.729
2012_84,0.6656
2012_85,0.8702
2012_86,0.7086
2012_87,0.677
2012_88,0.8448
2012_89,0.8082
2012_9,0.7892
2012_90,0.9098
2012_91,0.8454
2012_92,0.6898
2012_93,0.764
2012_94,0.9168
2012_95,0.6692
2012_96,0.8732
2012_97,0.762
2012_98,0.819
2012_99,0.8108
2139_1,0.6662
2139_10,0.9332
2139_100,0.7974
2139_101,0.7286
2139_102,0.7324
2139_103,0.8626
2139_104,0.7632
2139_105,0.0108
2139_106,0.7042
2139_107,0.7586
2139_108,0.9552
2139_109,0.8438
2139_11,0.8032
2139_110,0.7868
2139_111,0.9432
2139_112,0.9664
2139_113,0.7414
2139_114,0.895
2139_115,0.8586
2139_116,0.7512
2139_117,0.7472
2139_118,0.812
2139_119,0.8118
2139_12,0.9268
2139_120,0.7644
2139_121,0.8202
2139_122,0.9288
2139_123,0.891
2139_124,0.7598
2139_125,0.6686
2139_126,0.8488
2139_127,0.8152
2139_128,0.6648
2139_129,0.8556
2139_13,0.7638
2139_130,0.9438
2139_131,0.678
2139_132,0.8318
2139_133,0.929
2139_134,0.829
2139_135,0.7022
2139_136,0.0078
2139_137,0.8876
2139_138,0.7524
2139_139,0.8848
2139_14,0.7244
2139_140,0.9176
2139_141,0.8274
2139_142,0.9428
2139_143,0.0364
2139_144,0.9098
2139_145,0.7332
2139_146,0.9438
2139_147,0.756
2139_148,0.922
2139_149,0.942
2139_15,0.9398
2139_150,0.6676
2139_151,0.7924
2139_152,0.7056
2139_153,0.7722
2139_154,0.9538
2139_155,0.8268
2139_156,0.8706
2139_157,0.7802
2139_158,0.9142
2139_159,0.8862
2139_16,0.9258
2139_160,0.9186
2139_161,0.7834
2139_162,0.8312
2139_163,0.9424
2139_164,0.6918
2139_165,0.7328
2139_166,0.7072
2139_167,0.7734
2139_168,0.8372
2139_169,0.911
2139_17,0.8296
2139_170,0.7652
2139_171,0.7242
2139_172,0.8208
2139_173,0.836
2139_174,0.9516
2139_175,0.8166
2139_176,0.6868
2139_177,0.7912
2139_178,0.0132
2139_179,0.8818
2139_18,0.9246
2139_180,0.757
2139_181,0.8152
2139_182,0.9714
2139_183,0.7304
2139_184,0.9308
2139_185,0.7286
2139_186,0.8442
2139_187,0.7032
2139_188,0.9344
2139_189,0.924
2139_19,0.8648
2139_190,0.8194
2139_191,0.7746
2139_192,0.9002
2139_193,0.7652
2139_194,0.8624
2139_195,0.6958
2139_196,0.7892
2139_197,0.8072
2139_198,0.868
2139_199,0.9028
2139_2,0.754
2139_20,0.8666
2139_200,0.926
2139_21,0.6886
2139_22,0.8042
2139_23,0.9086
2139_24,0.8274
2139_25,0.729
2139_26,0.9362
2139_27,0.803
2139_28,0.0094
2139_29,0.9286
2139_3,0.8942
2139_30,0.0092
2139_31,0.9364
2139_32,0.762
2139_33,0.8056
2139_34,0.7518
2139_35,0.029
2139_36,0.9242
2139_37,0.6806
2139_38,0.8764
2139_39,0.75
2139_4,0.985
2139_40,0.7428
2139_41,0.7692
2139_42,0.8064
2139_43,0.8314
2139_44,0.952
2139_45,0.7634
2139_46,0.8594
2139_47,0.823
2139_48,0.73
2139_49,0.9158
2139_5,0.6684
2139_50,0.7156
2139_51,0.7648
2139_52,0.873
2139_53,0.7684
2139_54,0.7598
2139_55,0.8258
2139_56,0.963
2139_57,0.8754
2139_58,0.898
2139_59,0.839
2139_6,0.7542
2139_60,0.9252
2139_61,0.8218
2139_62,0.8578
2139_63,0.9146
2139_64,0.8538
2139_65,0.7848
2139_66,0.7072
2139_67,0.7706
2139_68,0.7442
2139_69,0.7656
2139_7,0.7652
2139_70,0.0254
2139_71,0.8396
2139_72,0.7544
2139_73,0.793
2139_74,0.7634
2139_75,0.8162
2139_76,0.696
2139_77,0.895
2139_78,0.704
2139_79,0.8068
2139_8,0.8236
2139_80,0.807
2139_81,0.8118
2139_82,0.6986
2139_83,0.9538
2139_84,0.7906
2139_85,0.8616
2139_86,0.7026
2139_87,0.9686
2139_88,0.7838
2139_89,0.707
2139_9,0.9314
2139_90,0.8404
2139_91,0.8278
2139_92,0.807
2139_93,0.8322
2139_94,0.8858
2139_95,0.8844
2139_96,0.833
2139_97,0.8562
2139_98,0.9148
2139_99,0.8134
1432_1,0.9962
1432_10,0.74
1432_100,0.6398
1432_101,0.8298
1432_102,0.956
1432_103,0.9902
1432_104,0.8426
1432_105,0.8136
1432_106,0.7162
1432_107,0.7292
1432_108,0.8426
1432_109,0.7346
1432_11,0.7354
1432_110,0.6414
1432_111,0.8174
1432_112,0.8714
1432_113,0.8214
1432_114,0.905
1432_115,0.7486
1432_116,0.7778
1432_117,0.9426
1432_118,0.9648
1432_119,0.8272
1432_12,0.7106
1432_120,0.7912
1432_121,0.792
1432_122,0.844
1432_123,0.9726
1432_124,0.784
1432_125,0.7334
1432_126,0.9806
1432_127,0.9046
1432_128,0.7764
1432_129,0.0108
1432_13,0.8698
1432_130,0.9774
1432_131,0.9528
1432_132,0.7768
1432_133,0.9784
1432_134,0.929
1432_135,0.7598
1432_136,0.6568
1432_137,0.8856
1432_138,0.9892
1432_139,0.0042
1432_14,0.7532
1432_140,0.0066
1432_141,0.7448
1432_142,0.946
1432_143,0.7566
1432_144,0.6888
1432_145,0.048
1432_146,0.9878
1432_147,0.8556
1432_148,0.8746
1432_149,0.7992
1432_15,0.8024
1432_150,0.7528
1432_151,0.9454
1432_152,0.9288
1432_153,0.9124
1432_154,0.9406
1432_155,0.7248
1432_156,0.8336
1432_157,0.9142
1432_158,0.8708
1432_159,0.9708
1432_16,0.9494
1432_160,0.9376
1432_161,0.9504
1432_162,0.7444
1432_163,0.8678
1432_164,0.7972
1432_165,0.847
1432_166,0.9972
1432_167,0.77
1432_168,0.811
1432_169,0.7878
1432_17,0.9432
1432_170,0.736
1432_171,0.7882
1432_172,0.6774
1432_173,0.8164
1432_174,0.7928
1432_175,0.074
1432_176,0.6964
1432_177,0.9776
1432_178,0.6614
1432_179,0.8822
1432_18,0.7998
1432_180,0.7244
1432_181,0.8832
1432_182,0.8064
1432_183,0.9978
1432_184,0.863
1432_185,0.8032
1432_186,0.665
1432_187,0.9996
1432_188,0.7302
1432_189,0.8736
1432_19,0.7062
1432_190,0.867
1432_191,0.9874
1432_192,0.033
1432_193,0.9268
1432_194,0.9736
1432_195,0.7094
1432_196,0.9706
1432_197,0.7064
1432_198,0.9844
1432_199,0.9966
1432_2,0.9828
1432_20,0.995
1432_200,0.706
1432_21,0.9938
1432_22,0.9562
1432_23,0.8928
1432_24,0.8706
1432_25,0.7398
1432_26,0.9454
1432_27,0.8256
1432_28,0.9408
1432_29,0.9192
1432_3,0.996
1432_30,0.6668
1432_31,0.8224
1432_32,0.6556
1432_33,0.9642
1432_34,0.9032
1432_35,0.9726
1432_36,0.0186
1432_37,0.9774
1432_38,0.8086
1432_39,0.7306
1432_4,0.9874
1432_40,0.9878
1432_41,0.8584
1432_42,0.9926
1432_43,0.8214
1432_44,0.6754
1432_45,0.8832
1432_46,0.9962
1432_47,0.9646
1432_48,0.7086
1432_49,0.991
1432_5,0.633
1432_50,0.9984
1432_51,0.843
1432_52,0.9898
1432_53,0.9972
1432_54,0.847
1432_55,0.9478
1432_56,0.992
1432_57,0.96
1432_58,0.939
1432_59,0.997
1432_6,0.885
1432_60,0.932
1432_61,0.868
1432_62,0.039
1432_63,0.951
1432_64,0.8486
1432_65,0.9408
1432_66,0.9794
1432_67,0.7734
1432_68,0.8134
1432_69,0.9818
1432_7,0.0166
1432_70,0.7612
1432_71,0.7872
1432_72,0.8862
1432_73,0.9686
1432_74,0.928
1432_75,0.836
1432_76,0.808
1432_77,0.9938
1432_78,0.021
1432_79,0.9806
1432_8,0.8404
1432_80,0.9614
1432_81,0.676
1432_82,0.041
1432_83,0.7766
1432_84,0.8706
1432_85,0.8806
1432_86,0.8128
1432_87,0.681
1432_88,0.845
1432_89,0.7812
1432_9,0.8306
1432_90,0.7424
1432_91,0.929
1432_92,0.8522
1432_93,0.7834
1432_94,0.9476
1432_95,0.753
1432_96,0.7714
1432_97,0.9748
1432_98,0.8796
1432_99,0.6876
3278_1,0.7314
3278_10,0.8094
3278_100,0.0232
3278_101,0.7788
3278_102,0.8014
3278_103,0.9392
3278_104,0.9034
3278_105,0.885
3278_106,0.9406
3278_107,0.009
3278_108,0.7246
3278_109,0.8502
3278_11,0.7792
3278_110,0.0072
3278_111,0.8612
3278_112,0.8018
3278_113,0.933
3278_114,0.6552
3278_115,0.857
3278_116,0.7442
3278_117,0.7964
3278_118,0.9466
3278_119,0.9868
3278_12,0.9722
3278_120,0.666
3278_121,0.676
3278_122,0.9182
3278_123,0.847
3278_124,0.888
3278_125,0.9374
3278_126,0.9406
3278_127,0.7836
3278_128,0.8594
3278_129,0.9112
3278_13,0.7616
3278_130,0.6686
3278_131,0.9304
3278_132,0.68
3278_133,0.7398
3278_134,0.9292
3278_135,0.739
3278_136,0.9778
3278_137,0.8214
3278_138,0.869
3278_139,0.7898
3278_14,0.9706
3278_140,0.8092
3278_141,0.8984
3278_142,0.7622
3278_143,0.8026
3278_144,0.8882
3278_145,0.687
3278_146,0.8262
3278_147,0.7194
3278_148,0.981
3278_149,0.7764
3278_15,0.7716
3278_150,0.806
3278_151,0.0082
3278_152,0.0062
3278_153,0.9626
3278_154,0.981
3278_155,0.8338
3278_156,0.0146
3278_157,0.6916
3278_158,0.9002
3278_159,0.7816
3278_16,0.9928
3278_160,0.8158
3278_161,0.8392
3278_162,0.761
3278_163,0.8152
3278_164,0.7222
3278_165,0.6912
3278_166,0.9186
3278_167,0.8132
3278_168,0.6322
3278_169,0.8876
3278_17,0.7786
3278_170,0.772
3278_171,0.8362
3278_172,0.7954
3278_173,0.9376
3278_174,0.6932
3278_175,0.8812
3278_176,0.9266
3278_177,0.9302
3278_178,0.7618
3278_179,0.8042
3278_18,0.7348
3278_180,0.7686
3278_181,0.7184
3278_182,0.9358
3278_183,0.9384
3278_184,0.8452
3278_185,0.708
3278_186,0.7954
3278_187,0.8748
3278_188,0.9374
3278_189,0.9312
3278_19,0.7026
3278_190,0.9014
3278_191,0.9422
3278_192,0.954
3278_193,0.925
3278_194,0.6668
3278_195,0.9016
3278_196,0.9504
3278_197,0.8494
3278_198,0.8724
3278_199,0.8324
3278_2,0.698
3278_20,0.6616
3278_200,0.7802
3278_21,0.99
3278_22,0.7816
3278_23,0.0142
3278_24,0.959
3278_25,0.7906
3278_26,0.8784
3278_27,0.7354
3278_28,0.9156
3278_29,0.8716
3278_3,0.8864
3278_30,0.936
3278_31,0.925
3278_32,0.9058
3278_33,0.9258
3278_34,0.8128
3278_35,0.9814
3278_36,0.9192
3278_37,0.8554
3278_38,0.9064
3278_39,0.0004
3278_4,0.8668
3278_40,0.956
3278_41,0.928
3278_42,0.8144
3278_43,0.9706
3278_44,0.7388
3278_45,0.795
3278_46,0.8898
3278_47,0.8384
3278_48,0.8078
3278_49,0.7572
3278_5,0.935
3278_50,0.8882
3278_51,0.781
3278_52,0.943
3278_53,0.7842
3278_54,0.9282
3278_55,0.9618
3278_56,0.9742
3278_57,0.9462
3278_58,0.8098
3278_59,0.6998
3278_6,0.7754
3278_60,0.9222
3278_61,0.782
3278_62,0.9862
3278_63,0.7114
3278_64,0.8558
3278_65,0.6448
3278_66,0.772
3278_67,0.7686
3278_68,0.9234
3278_69,0.9764
3278_7,0.9104
3278_70,0.72
3278_71,0.007
3278_72,0.7718
3278_73,0.948
3278_74,0.0146
3278_75,0.9102
3278_76,0.9768
3278_77,0.846
3278_78,0.0248
3278_79,0.9678
3278_8,0.8466
3278_80,0.785
3278_81,0.817
3278_82,0.9514
3278_83,0.0326
3278_84,0.7414
3278_85,0.7574
3278_86,0.8902
3278_87,0.8266
3278_88,0.9606
3278_89,0.8634
3278_9,0.9732
3278_90,0.888
3278_91,0.7192
3278_92,0.002
3278_93,0.7374
3278_94,0.7492
3278_95,0.9416
3278_96,0.9426
3278_97,0.94
3278_98,0.9678
3278_99,0.7734
3595_1,0.9984
3595_10,0.7302
3595_100,0.8418
3595_101,0.7994
3595_102,0.8654
3595_103,0.7526
3595_104,0.9994
3595_105,0.8156
3595_106,0.8568
3595_107,0.9994
3595_108,0.8912
3595_109,0.868
3595_11,0.8784
3595_110,0.7948
3595_111,0.0768
3595_112,0.924
3595_113,0.8062
3595_114,0.8668
3595_115,0.7496
3595_116,0.0456
3595_117,0.0218
3595_118,0.9962
3595_119,0.9998
3595_12,0.9728
3595_120,0.7116
3595_121,0.723
3595_122,0.7588
3595_123,0.9516
3595_124,0.8958
3595_125,0.8974
3595_126,0.6898
3595_127,0.999
3595_128,0.9594
3595_129,0.7492
3595_13,0.941
3595_130,0.8234
3595_131,0.9904
3595_132,0.6884
3595_133,0.9462
3595_134,0.9726
3595_135,0.9936
3595_136,0.9978
3595_137,0.0726
3595_138,0.8892
3595_139,0.9676
3595_14,0.7874
3595_140,0.935
3595_141,0.7544
3595_142,0.7242
3595_143,0.7164
3595_144,0.8628
3595_145,0.8512
3595_146,0.7672
3595_147,0.9924
3595_148,0.9518
3595_149,0.6956
3595_15,0.9276
3595_150,0.798
3595_151,0.9588
3595_152,0.909
3595_153,0.741
3595_154,0.9856
3595_155,0.904
3595_156,0.979
3595_157,0.7386
3595_158,0.9966
3595_159,0.9252
3595_16,0.9286
3595_160,0.8154
3595_161,0.653
3595_162,0.819
3595_163,0.9942
3595_164,0.8872
3595_165,0.6984
3595_166,0.9308
3595_167,0.6546
3595_168,0.9702
3595_169,0.6802
3595_17,0.7054
3595_170,0.9036
3595_171,0.8494
3595_172,0.9526
3595_173,0.7282
3595_174,0.9924
3595_175,0.999
3595_176,0.8788
3595_177,0.8416
3595_178,0.7476
3595_179,0.8198
3595_18,0.9792
3595_180,0.9232
3595_181,0.747
3595_182,0.9034
3595_183,0.9678
3595_184,0.0154
3595_185,0.805
3595_186,0.7486
